question,answer,wrong1,wrong2,difficulty,type
x + 18 = 29. What is x?,11.0,9.0,13.0,5,algebra
3x = 30. What is x?,10.0,11.0,12.0,6,algebra
x + 14 = 21. What is x?,7.0,4.0,5.0,6,algebra
2x + 9 = 19. Find x.,5.0,8.0,3.0,6,algebra
2x + 10 = 14. Find x.,2.0,3.0,4.0,6,algebra
x + 11 = 14. What is x?,3.0,2.0,6.0,6,algebra
x + 14 = 23. What is x?,9.0,12.0,6.0,6,algebra
x + 9 = 11. What is x?,2.0,3.0,5.0,5,algebra
2x = 20. What is x?,10.0,9.0,12.0,5,algebra
x + 7 = 11. What is x?,4.0,5.0,7.0,6,algebra
x + 17 = 22. What is x?,5.0,8.0,2.0,5,algebra
x + 16 = 31. What is x?,15.0,17.0,14.0,5,algebra
2x + 4 = 26. Find x.,11.0,8.0,13.0,6,algebra
2x + 9 = 15. Find x.,3.0,2.0,6.0,6,algebra
4x = 48. What is x?,12.0,11.0,15.0,6,algebra
5x = 20. What is x?,4.0,2.0,6.0,5,algebra
x + 14 = 33. What is x?,19.0,17.0,22.0,6,algebra
x + 7 = 14. What is x?,7.0,10.0,5.0,5,algebra
2x + 2 = 12. Find x.,5.0,8.0,7.0,5,algebra
2x + 5 = 13. Find x.,4.0,1.0,2.0,6,algebra
x + 11 = 28. What is x?,17.0,19.0,15.0,5,algebra
2x + 9 = 17. Find x.,4.0,1.0,3.0,5,algebra
5x = 55. What is x?,11.0,13.0,14.0,5,algebra
